TaxonOriginal,TaxonFloraVeg,Status,RegionFloraVeg,TaxonKaplan
Rubus mollis,Rubus mollis,LC,Austria,Rubus mollis
Rubus montanus s.str.,Rubus montanus s.str.,LC,Austria,Rubus montanus s.str.
Rubus muhelicus,Rubus muhelicus,LC,Austria,Rubus muhelicus
Rubus nessensis s.str.,Rubus nessensis s.str.,LC,Austria,Rubus nessensis s.str.
Rubus noricus,Rubus noricus,LC,Austria,Rubus noricus
Rubus obtusangulus,Rubus obtusangulus,LC,Austria,Rubus obtusangulus
Rubus orthostachyoides,Rubus orthostachyoides,CR,Austria,Rubus orthostachyoides
Rubus orthostachys,Rubus orthostachys,CR,Austria,Rubus orthostachys
Rubus parthenocissus,Rubus parthenocissus,LC,Austria,Rubus parthenocissus
Rubus parviflorus,Rubus parviflorus,n,Austria,Rubus parviflorus
Rubus passaviensis,Rubus passaviensis,LC,Austria,Rubus passaviensis
Rubus pedemontanus,Rubus pedemontanus,LC,Austria,Rubus pedemontanus
Rubus pericrispatus,Rubus pericrispatus,LC,Austria,Rubus pericrispatus
Rubus perpedatus,Rubus perpedatus,RE?,Austria,Rubus perpedatus
Rubus perperus,Rubus perperus,VU,Austria,Rubus perperus
Rubus perpungens,Rubus perpungens,G,Austria,Rubus perpungens
Rubus perrobustus,Rubus perrobustus,LC,Austria,Rubus perrobustus
Rubus phoenicolasius,Rubus phoenicolasius,n,Austria,Rubus phoenicolasius
Rubus phyllostachys,Rubus phyllostachys,LC,Austria,Rubus phyllostachys
Rubus plicatus,Rubus plicatus,LC,Austria,Rubus plicatus
Rubus portae-moravicae,Rubus portae-moravicae,LC,Austria,Rubus portae-moravicae
Rubus praecocifrons,Rubus praecocifrons,LC,Austria,Rubus praecocifrons
Rubus praecox,Rubus praecox,LC,Austria,Rubus praecox
Rubus pruinosus,Rubus pruinosus,EN,Austria,Rubus pruinosus
Rubus pseudopsis,Rubus pseudopsis,LC,Austria,Rubus pseudopsis
Rubus radula,Rubus radula,LC,Austria,Rubus radula
Rubus rudis,Rubus rudis,?,Austria,Rubus rudis
Rubus salisburgensis,Rubus salisburgensis,LC,Austria,Rubus salisburgensis
Rubus salzmannii,Rubus salzmannii,LC,Austria,Rubus salzmannii
Rubus saxatilis,Rubus saxatilis,LC,Austria,Rubus saxatilis
Rubus scabrosus,Rubus scabrosus,VU,Austria,Rubus scabrosus
Rubus scarbantinus,Rubus scarbantinus,LC,Austria,Rubus scarbantinus
Rubus schleicheri,Rubus schleicheri,G,Austria,Rubus schleicheri
Rubus scissoides,Rubus scissoides,G,Austria,Rubus scissoides
Rubus semitomentosus,Rubus semitomentosus,LC,Austria,Rubus semitomentosus
Rubus sendtneri,Rubus sendtneri,LC,Austria,Rubus sendtneri
Rubus silesiacus,Rubus silesiacus,G,Austria,Rubus silesiacus
Rubus silvae-norticae,Rubus silvae-norticae,LC,Austria,Rubus silvae-norticae
Rubus solvensis,Rubus solvensis,LC,Austria,Rubus solvensis
Rubus stimulifer,Rubus stimulifer,LC,Austria,Rubus stimulifer
Rubus styriacus,Rubus styriacus,LC,Austria,Rubus styriacus
Rubus suevicola,Rubus suevicola,LC,Austria,Rubus suevicola
Rubus sulcatus,Rubus sulcatus,LC,Austria,Rubus sulcatus
Rubus sylvulicola,Rubus sylvulicola,LC,Austria,Rubus sylvulicola
Rubus tabanimontanus,Rubus tabanimontanus,G,Austria,Rubus tabanimontanus
Rubus vatavensis,Rubus vatavensis,LC,Austria,Rubus vatavensis
Rubus velutinus,Rubus velutinus,LC,Austria,Rubus velutinus
Rubus venosus,Rubus venosus,LC,Austria,Rubus venosus
Rubus vestitus,Rubus vestitus,LC,Austria,Rubus vestitus
Rubus villarsianus,Rubus villarsianus,RE?,Austria,Rubus villarsianus
Rubus viridilucidus,Rubus viridilucidus,CR,Austria,Rubus viridilucidus
Rubus weizensis,Rubus weizensis,LC,Austria,Rubus weizensis
Rubus widderi,Rubus widderi,VU,Austria,Rubus widderi
Rubus wimmerianus,Rubus wimmerianus,LC,Austria,Rubus wimmerianus
Rudbeckia fulgida,Rudbeckia fulgida,n,Austria,Rudbeckia fulgida
Rudbeckia hirta,Rudbeckia hirta,n,Austria,Rudbeckia hirta
Rudbeckia laciniata,Rudbeckia laciniata,n,Austria,Rudbeckia laciniata
Rumex acetosa,Rumex acetosa,LC,Austria,Rumex acetosa
Rumex acetosella subsp. acetosella,Rumex acetosella subsp. acetosella,LC,Austria,Rumex acetosella subsp. acetosella
Rumex acetosella subsp. acetoselloides,Rumex acetosella subsp. acetoselloides,VU,Austria,Rumex acetosella subsp. multifidus
Rumex acetosella subsp. pyrenaicus,Rumex acetosella subsp. pyrenaicus,DD,Austria,Rumex acetosella subsp. pyrenaicus
Rumex alpinus,Rumex alpinus,LC,Austria,Rumex alpinus
Rumex aquaticus,Rumex aquaticus,VU,Austria,Rumex aquaticus
Rumex arifolius,Rumex arifolius,LC,Austria,Rumex arifolius
Rumex conglomeratus,Rumex conglomeratus,LC,Austria,Rumex conglomeratus
Rumex crispus,Rumex crispus,LC,Austria,Rumex crispus
Rumex hydrolapathum,Rumex hydrolapathum,VU,Austria,Rumex hydrolapathum
Rumex kerneri,Rumex kerneri,n,Austria,Rumex kerneri
Rumex longifolius,Rumex longifolius,n,Austria,Rumex longifolius
Rumex longifolius,Rumex longifolius,n,Austria,Rumex longifolius subsp. sourekii
Rumex maritimus,Rumex maritimus,VU,Austria,Rumex maritimus
Rumex nivalis,Rumex nivalis,LC,Austria,Rumex nivalis
Rumex obtusifolius subsp. obtusifolius,Rumex obtusifolius subsp. obtusifolius,LC,Austria,Rumex obtusifolius var. obtusifolius
Rumex obtusifolius subsp. sylvestris,Rumex obtusifolius subsp. sylvestris,LC,Austria,Rumex obtusifolius subsp. sylvestris
Rumex obtusifolius subsp. transiens,Rumex obtusifolius subsp. transiens,DD,Austria,Rumex obtusifolius var. transiens
Rumex palustris,Rumex palustris,VU,Austria,Rumex palustris
Rumex patientia,Rumex patientia,LC,Austria,Rumex patientia
Rumex pseudonatronatus,Rumex pseudonatronatus,EN,Austria,Rumex pseudonatronatus
Rumex sanguineus,Rumex sanguineus,LC,Austria,Rumex sanguineus
Rumex scutatus,Rumex scutatus,LC,Austria,Rumex scutatus
